"H38",20290,2002-04-10 0:00:00,"HH","42287470","","","42035426","41007692",,"1",,
"H38",20291,2002-04-21 0:00:00,"HH","42287537","SR COMET 1252","","42167187","41131050",,"1",,
"H38",20292,2002-03-08 0:00:00,"HH","42287582","SR MARK DON 802","","41139401","42078300",,"1",,
"H38",20293,2010-02-14 0:00:00,"SM","2570118","","949000000070911","2216165","2183664",,"1",,
"H38",20294,,"","","","","","",,"1",,
"H38",20295,,"","","","","","",,"1",,
"H38",20296,,"AR","","Messmer Red Angus Bulls","","","",,"1",,
"H38",20297,1984-01-10 0:00:00,"AR","166282","","","","",,"1",,
"H38",20298,,"AR","","","","","",,"1",,
"H38",20299,,"AR","","","","","",,"1",,
"H38",20300,,"AR","","","","","",,"1",,
"H38",20301,,"AR","","","","","",,"1",,
"H38",20302,,"AR","","","","","",,"1",,
"H38",20303,,"MS","","","","","",,"1",,
"H38",20304,,"MS","","","","","",,"1",,
"H38",20305,,"AR","","","","","",,"1",,
"H38",20306,,"AR","","","","","",,"1",,
"H38",20307,,"AR","","","","","",,"1",,
"H38",20308,2003-03-28 0:00:00,"HH","42408174","","","41123437","42078510",,"1",,
"H38",20309,2003-03-17 0:00:00,"HH","42420194","","","42254372","41139404",,"1",,
"H38",20310,2003-03-09 0:00:00,"HH","42408305","","","42071009","42197977",,"1",,
"H38",20311,2003-04-24 0:00:00,"HH","42407506","","949000000197658","42035398","19518703",,"1",,
"H38",20312,2003-03-30 0:00:00,"HH","42407563","","949000000192410","42198179","",,"1",,
"H38",20313,2003-03-28 0:00:00,"HH","42407659","","949000000095204","42197974","19578502",,"1",,
"H38",20314,2003-04-13 0:00:00,"HH","42407737","","949000000200825","42196319","19578610",,"1",,
"H38",20315,2003-04-10 0:00:00,"HH","42407762","","","42071009","19589827",,"1",,
"H38",20316,2003-04-11 0:00:00,"HH","41123437","","","41123437","40031007",,"1",,
"H38",20317,1976-03-09 0:00:00,"AR","78553","","","PBC373D0","PBC373",,"1",,
"H38",20318,2010-01-01 0:00:00,"LO","","","949000000007953","","",,"1",,
"H38",20319,,"UNKNHH","","","949000000200111","UNKNHH","",,"1",,
"H38",20320,,"HH","","","982009104079635","UNKNHH","",,"1",,
"H38",20321,2004-03-25 0:00:00,"AR","992329","","","LELAND","BARN CH",,"1",,
"H38",20322,,"HH","42496586","","982009104079678","UNKNHH","",,"1",,
"H38",20323,,"HH","42496630","","982009104079935","UNKNHH","",,"1",,
"H38",20324,,"HH","42495715","","982009104079529","UNKNHH","",,"1",,
"H38",20325,2004-05-01 0:00:00,"LO","FM3990","","982000039975103","FM647","FF156",,"1",,
"H38",20326,,"AN","10846681","PAPA RITO T INTENSE DHD 6844","","","",,"1",,
"H38",20327,,"AR","41855","","","","",,"1",,
"H38",20328,1972-03-14 0:00:00,"AR","47437","","","CHOCF373","EYEMP4",,"1",,
"H38",20329,,"AR","70736","","","","",,"1",,
"H38",20330,1975-03-17 0:00:00,"AR","70773","","","PBC373D0","PHCBAND",,"1",,
"H38",20331,,"AN","10852649","BEAR CREEK POWER DRIVE 6106","","","",,"1",,
"H38",20332,,"AN","08974207","P S POWER PLAY","","","",,"1",,
