chaps_id,CalfID,date_weighed,weight,hip_height,frame_score,status
552,X0226,2010-10-15,422,41,4.1,FALSE
553,X0240,2010-10-15,508,41,4.6,FALSE
554,X0248,2010-10-15,542,42,5.2,FALSE
555,XMS1,2010-01-30,0,0,0,TRUE
556,XMS10,2010-03-26,0,0,0,TRUE
557,XMS11,2010-04-03,0,0,0,TRUE
558,XMS14,2010-10-15,0,0,0,TRUE
559,XMS15,2010-10-15,0,0,0,TRUE
560,XMS2,2010-01-30,0,0,0,TRUE
561,XMS4,2010-03-14,0,0,0,TRUE
562,XMS7,2010-03-21,0,0,0,TRUE
563,Y1003,2011-10-27,488,41.5,3.7,TRUE
564,Y1005,2011-10-14,660,43,4.2,TRUE
565,Y1009,2011-10-14,520,42,4.2,TRUE
566,Y1013,2011-10-14,546,41,3.2,TRUE
567,Y1014,2011-10-14,624,42,3.7,TRUE
568,Y1015,2011-10-14,452,40,3.2,TRUE
569,Y1017,2011-10-14,582,43,4.2,TRUE
570,Y1018,2011-10-27,454,41.5,3.8,TRUE
571,Y1023,2011-10-14,470,41,3.7,TRUE
572,Y1026,2011-10-14,586,43.5,4.5,TRUE
573,Y1028,2011-10-14,546,40.5,3.5,TRUE
574,Y1029,2011-10-14,526,41,3.7,TRUE
575,Y1030,2011-10-14,520,40,3.3,TRUE
576,Y1031,2011-10-14,496,42,4.2,TRUE
577,Y1032,2011-10-14,554,43.5,4.6,TRUE
578,Y1036,2011-10-14,604,44,4.8,TRUE
579,Y1038,2011-10-14,506,42,4.3,TRUE
580,Y1039,2011-10-14,526,41.5,4,TRUE
581,Y1040,2011-10-14,546,41,3.8,TRUE
582,Y1042,2011-10-14,460,37,1.9,TRUE
583,Y1044,2011-10-14,746,44,4.9,TRUE
584,Y1045,2011-10-14,542,40.5,3.6,TRUE
585,Y1046,2011-10-14,486,41.5,4.1,TRUE
586,Y1047,2011-10-14,550,42.5,4.6,TRUE
587,Y1048,2011-10-14,656,43,4.4,TRUE
588,Y1049,2011-10-27,510,40.5,3.4,TRUE
589,Y1052,2011-10-14,536,40.5,3.6,TRUE
590,Y1053,2011-10-27,552,41.5,3.4,TRUE
591,Y1055,2011-10-14,426,39,2.9,TRUE
592,Y1056,2011-10-14,658,46,5.9,TRUE
593,Y1057,2011-10-14,586,42.5,4.2,TRUE
594,Y1058,2011-10-14,524,40.5,3.6,TRUE
595,Y1059,2011-10-14,566,41,3.5,TRUE
596,Y1060,2011-10-27,412,38.5,2.5,TRUE
597,Y1061,2011-10-14,502,39.5,2.7,TRUE
598,Y1062,2011-10-14,436,37.5,2.2,TRUE
599,Y1063,2011-10-14,552,40,3.4,TRUE
600,Y1064,,0,0,0,TRUE
601,Y1067,2011-10-14,520,40,3.4,TRUE
602,Y1068,2011-10-14,646,44,5,TRUE
603,Y1069,2011-10-14,580,40,3,TRUE
604,Y1070,2011-10-14,550,43,4.9,TRUE
605,Y1071,2011-10-27,520,41,3.3,TRUE
606,Y1072,2011-10-14,558,40.5,3.7,TRUE
607,Y1075,2011-10-14,598,42,4,TRUE
608,Y1076,2011-10-14,356,37.5,1.8,TRUE
609,Y1077,2011-10-14,488,40,3,TRUE
610,Y1081,2011-10-14,540,41.5,3.8,TRUE
611,Y1085,2011-10-14,614,41.5,3.8,TRUE
612,Y1086,2011-10-14,512,40,3.5,TRUE
613,Y1087,2011-10-14,568,40.5,3.3,TRUE
614,Y1088,2011-10-27,344,38,2.3,TRUE
615,Y1091,2011-10-14,500,40,3.5,TRUE
616,Y1102,2011-10-27,414,39,2.8,TRUE
617,Y1103,2011-10-27,448,41,3.8,TRUE
618,Y1118,2011-10-14,508,42,4.1,TRUE
619,Y1119,2011-10-14,552,42,4.5,TRUE
620,Y1130,2011-10-14,482,39.5,2.9,TRUE
621,Y1141,2011-10-14,502,41.5,4.3,TRUE
622,Y1143,2011-10-14,580,41.5,4,TRUE
623,Y1146,2011-10-14,556,41.5,4,TRUE
624,Y1150,2011-10-14,526,40.5,3.9,TRUE
625,Y1154,2011-10-14,536,42,4.6,TRUE
626,Y1157,2011-10-14,558,39,2.9,TRUE
627,Y1162,2011-10-14,490,40.5,3.6,TRUE
628,Y1163,2011-04-10,0,0,0,TRUE
629,Y1167,2011-10-14,352,36.5,1.6,TRUE
630,Y1170,2011-10-14,528,42.5,4.9,TRUE
631,Y1172,,0,0,0,TRUE
632,Y1176,2011-10-14,500,40,3.4,TRUE
633,Y1182,2011-10-27,464,40,3.2,TRUE
634,Y1185,2011-10-14,548,40.5,3.7,TRUE
635,Y1193,,0,0,0,TRUE
636,Y1199,2011-10-14,436,36.5,1.8,TRUE
637,Y1211,2011-10-27,404,38.5,2.6,TRUE
638,Y1221,2011-10-27,430,40,3.7,TRUE
639,YMS04,2011-03-06,0,0,0,TRUE
640,YMS05,2011-03-10,0,0,0,TRUE
641,YMS06,2011-03-11,0,0,0,TRUE
642,YMS07,2011-03-11,0,0,0,TRUE
643,YMS13,2011-02-22,0,0,0,TRUE
644,YMS21,2011-04-04,0,0,0,TRUE
645,YMSEarly,2011-02-24,0,0,0,TRUE
646,Z001,1990-10-18,500,0,0,FALSE
647,Z002,1990-10-22,522,0,0,FALSE
648,Z003,1990-10-25,377,0,0,FALSE
649,Z005,1990-10-22,431,0,0,FALSE
650,Z006,1990-10-25,545,0,0,FALSE
651,Z007,1990-10-22,530,0,0,FALSE
652,Z008,1990-10-18,486,0,0,FALSE
653,Z009,1990-10-25,512,0,0,FALSE
654,Z010,1990-10-25,410,0,0,FALSE
655,Z011,1990-10-18,493,0,0,FALSE
656,Z012,1990-10-25,492,0,0,FALSE
657,Z013,1990-10-22,416,0,0,FALSE
658,Z014,1990-10-18,415,0,0,FALSE
659,Z015,1990-10-22,490,0,0,FALSE
660,Z016,1990-10-25,494,0,0,FALSE
661,Z017,1990-10-25,438,0,0,FALSE
662,Z018,1990-10-25,433,0,0,FALSE
663,Z019,1990-10-25,474,0,0,FALSE
664,Z020,1990-10-25,430,0,0,FALSE
665,Z2001,2012-11-15,394,37.5,2,TRUE
666,Z2003,2012-11-15,358,38,2.7,TRUE
667,Z2005,2012-11-15,398,38.5,3,TRUE
668,Z2012,2012-05-12,0,0,0,TRUE
669,Z2019,2012-11-15,390,38.5,3.1,TRUE
670,Z2024,2012-11-15,364,36,1.6,TRUE
671,Z2025,2012-11-15,416,40,3.6,TRUE
672,Z2026,2012-11-15,402,39,3.4,TRUE
673,Z2027,2012-11-15,410,39.5,3.3,TRUE
674,Z2030,2012-11-15,438,40,3.6,TRUE
675,Z2031,2012-11-15,334,37.5,2.6,TRUE
676,Z2032,2012-11-15,436,39.5,3.6,TRUE
677,Z2033,2012-11-15,428,39,3.1,TRUE
678,Z2034,2012-11-15,384,39,3.1,TRUE
679,Z2037,2012-11-15,400,39,3.1,TRUE
680,Z2042,2012-11-15,398,40.5,4.1,TRUE
681,Z2043,2012-11-15,396,40,3.9,TRUE
682,Z2046,2012-11-15,416,40.5,4.1,TRUE
683,Z2047,2012-11-15,458,38,2.6,TRUE
684,Z2051,2012-11-15,360,38.5,3.2,TRUE
685,Z2052,2012-11-15,338,37,2.5,TRUE
686,Z2053,2012-11-15,376,40,3.9,TRUE
687,Z2056,2012-11-15,420,38,2.9,TRUE
688,Z2060,2012-11-15,342,34.5,1.3,TRUE
689,Z2062,2012-11-15,304,32,0,TRUE
690,Z2063,2012-11-15,446,41,4.4,TRUE
691,Z2064,2012-11-15,434,40.5,3.9,TRUE
692,Z2070,2012-11-15,378,38,3,TRUE
693,Z2072,2012-11-15,426,39,3.5,TRUE
694,Z2075,2012-11-15,428,39.5,3.7,TRUE
695,Z2081,2012-11-15,380,36,2,TRUE
696,Z2085,2012-11-15,408,39.5,3.7,TRUE
697,Z2086,2012-11-15,426,39.5,3.7,TRUE
698,Z2091,2012-11-15,438,40.5,4,TRUE
699,Z2092,2012-11-15,476,39.5,3.8,TRUE
700,Z2093,2012-11-15,336,38,2.8,TRUE
701,Z2096,2012-11-15,420,38,2.8,TRUE
702,Z2097,2012-05-25,0,0,0,TRUE
703,Z2098,2012-11-15,430,39.5,3.8,TRUE
704,Z2099,2012-11-15,414,38,3,TRUE
705,Z2103,2012-11-15,366,38,3,TRUE
706,Z2104,2012-11-15,428,41,4.3,TRUE
707,Z2105,2012-11-15,346,38.5,3,TRUE
708,Z2112,2012-11-15,438,40,3.8,TRUE
709,Z2118,2012-11-15,358,38,3.1,TRUE
710,Z2119,2012-11-15,350,38,3.1,TRUE
711,Z2123,2012-11-15,368,38.5,3.3,TRUE
712,Z2125,2012-11-15,324,37,2.6,TRUE
713,Z2127,2012-11-15,450,39.5,3.6,TRUE
714,Z2128,2012-11-15,410,39.5,3.6,TRUE
715,Z2131,2012-11-15,378,39,3.3,TRUE
716,Z2133,2012-11-15,352,38.5,3.1,TRUE
717,Z2134,2012-11-15,388,34,0.9,TRUE
718,Z2140,2012-11-15,444,40.5,4.1,TRUE
719,Z2144,2012-11-15,398,39,3.6,TRUE
720,Z2145,2012-11-15,398,39,3.6,TRUE
721,Z2151,2012-11-15,266,34.5,1.2,TRUE
722,Z2154,2012-11-15,464,41.5,4.6,TRUE
723,Z2155,2012-11-15,364,39.5,3.9,TRUE
724,Z2157,2012-11-15,410,40.5,4.4,TRUE
725,Z2161,2012-11-15,356,38.5,3.2,TRUE
726,Z2163,2012-11-15,364,39,3.6,TRUE
727,Z2164,2012-11-15,404,39.5,3.7,TRUE
728,Z2171,2012-11-15,452,39.5,3.7,TRUE
729,Z2173,2012-11-15,380,40,4,TRUE
730,Z2176,2012-11-15,416,39,3.5,TRUE
731,Z2177,2012-11-15,396,37.5,3,TRUE
732,Z2180,2012-11-15,422,37.5,2.8,TRUE
733,Z2181,2012-11-15,374,38,3.1,TRUE
734,Z2182,2012-11-15,370,40,4.2,TRUE
735,Z2189,2012-11-15,250,36,2.3,TRUE
736,Z2192,2012-11-15,344,38.5,3.6,TRUE
737,Z2200,2012-11-15,308,27.5,-1.7,TRUE
738,Z2201,2012-11-15,374,39.5,4.1,TRUE
739,Z2208,2012-11-15,288,37,2.9,TRUE
740,Z2214,2012-11-15,378,38,3.4,TRUE
741,Z2222,2012-11-15,324,37.5,3.5,TRUE
742,ZMS06,2012-05-18,0,0,0,TRUE
743,ZMS07,2012-05-25,0,0,0,TRUE
744,ZMS09,2012-06-01,0,0,0,TRUE
745,ZMS11,2012-06-08,0,0,0,TRUE
746,ZMSNC2,,0,0,0,FALSE
