chaps_id,entry_date,weight,hip_height,frame_score,status,notes,group,stage
545,2011-04-19,790,46.5,3.6,TRUE,BANDED 11/15/2011,,I
546,,0,0,0,FALSE,,,I
547,2011-04-19,558,0,0,TRUE,,,I
548,2011-04-19,718,45,2.9,TRUE,,,I
549,,0,0,0,FALSE,,,I
550,,0,0,0,FALSE,,,I
551,,0,0,0,FALSE,,,I
552,2011-04-19,534,0,0,TRUE,,,I
553,,0,0,0,FALSE,,,I
554,,0,0,0,FALSE,,,I
555,,0,0,0,FALSE,,,I
556,,0,0,0,FALSE,,,I
557,,0,0,0,FALSE,,,I
558,,0,0,0,FALSE,,,I
559,,0,0,0,FALSE,,,I
560,,0,0,0,FALSE,,,I
561,,0,0,0,FALSE,,,I
562,,0,0,0,FALSE,,,I
563,,0,0,0,FALSE,,,I
564,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
565,,0,0,0,FALSE,,,I
566,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
567,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
568,,0,0,0,FALSE,,,I
569,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
570,,0,0,0,FALSE,,,I
571,,0,0,0,FALSE,,,I
572,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
573,,0,0,0,FALSE,,,I
574,,0,0,0,FALSE,,,I
575,,0,0,0,FALSE,,,I
576,,0,0,0,FALSE,,,I
577,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
578,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
579,,0,0,0,FALSE,,,I
580,,0,0,0,FALSE,,,I
581,,0,0,0,FALSE,,,I
582,,0,0,0,FALSE,,,I
583,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
584,,0,0,0,FALSE,,,I
585,,0,0,0,FALSE,,,I
586,,0,0,0,FALSE,,,I
587,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
588,,0,0,0,FALSE,,,I
589,,0,0,0,FALSE,,,I
590,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
591,,0,0,0,FALSE,,,I
592,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
593,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
594,,0,0,0,FALSE,,,I
595,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
596,,0,0,0,FALSE,,,I
597,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
598,,0,0,0,FALSE,,,I
599,,0,0,0,FALSE,,,I
600,,0,0,0,FALSE,,,I
601,,0,0,0,FALSE,,,I
602,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
603,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
604,,0,0,0,FALSE,,,I
605,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
606,,0,0,0,FALSE,,,I
607,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
608,,0,0,0,FALSE,,,I
609,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
610,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
611,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
612,,0,0,0,FALSE,,,I
613,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
614,,0,0,0,FALSE,,,I
615,,0,0,0,FALSE,,,I
616,,0,0,0,FALSE,,,I
617,,0,0,0,FALSE,,,I
618,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
619,,0,0,0,FALSE,,,I
620,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
621,,0,0,0,FALSE,,,I
622,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
623,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
624,,0,0,0,FALSE,,,I
625,,0,0,0,FALSE,,,I
626,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
627,,0,0,0,FALSE,,,I
628,,0,0,0,FALSE,,,I
629,,0,0,0,FALSE,,,I
630,,0,0,0,FALSE,,,I
631,,0,0,0,FALSE,,,I
632,,0,0,0,FALSE,,,I
633,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
634,,0,0,0,TRUE,TO DECATUR 11/15/2011,,I
635,,0,0,0,FALSE,,,I
636,,0,0,0,FALSE,,,I
637,,0,0,0,FALSE,,,I
638,,0,0,0,FALSE,,,I
