chaps_id,entry_date,weight,hip_height,frame_score,back_fat,rib_eye,marbling,scrotum_circum,scrotum_date,pelvic_area,pelvic_date,status,notes,365_day_weight,stage
681,10-Jan-13,438,0,0,0,0,0,0,,0,,TRUE,FREE MARTIN,714.26,R
682,10-Jan-13,456,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,683.6,R
683,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
684,10-Jan-13,384,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,681.57,R
685,10-Jan-13,360,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,596.35,R
686,10-Jan-13,380,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,676.68,R
687,10-Jan-13,410,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,713.66,R
688,10-Jan-13,366,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,642.56,R
689,10-Jan-13,364,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,628.42,R
690,10-Jan-13,474,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,778.34,R
691,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
692,10-Jan-13,428,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,707.71,R
693,10-Jan-13,456,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,683.09,R
694,10-Jan-13,456,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,707.37,R
695,10-Jan-13,420,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,689.41,R
696,10-Jan-13,444,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,740.23,R
697,10-Jan-13,454,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,764.62,R
698,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
699,10-Jan-13,506,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,792.78,R
700,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
701,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
702,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
703,10-Jan-13,424,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,737.55,R
704,10-Jan-13,414,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,679.12,R
705,10-Jan-13,390,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,713.63,R
706,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
707,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
708,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
709,10-Jan-13,408,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,693.5,R
710,10-Jan-13,426,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,676.56,R
711,10-Jan-13,414,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,616.53,R
712,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
713,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
714,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
715,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
716,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
717,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
718,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
719,10-Jan-13,448,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,762.26,R
720,10-Jan-13,384,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,665.84,R
721,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
722,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
723,10-Jan-13,428,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,731.31,R
724,10-Jan-13,458,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,794,R
725,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
726,10-Jan-13,390,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,639.66,R
727,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
728,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
729,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
730,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
731,10-Jan-13,430,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,736.82,R
732,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
733,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
734,10-Jan-13,412,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,745.46,R
735,10-Jan-13,322,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,583.91,R
736,10-Jan-13,392,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,649.67,R
737,10-Jan-13,334,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,657.5,R
738,10-Jan-13,422,0,0,0,0,0,0,,0,,TRUE,SPAY 05/03/2013,764.56,R
739,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
740,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
741,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
742,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
743,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
744,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
745,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
746,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
